0	ChIJHb_kFe_vRxMRG8S48w0l9CA	4
1	ChIJHb_kFe_vRxMRG8S48w0l9CA	5
2	ChIJHb_kFe_vRxMRG8S48w0l9CA	5
3	ChIJHb_kFe_vRxMRG8S48w0l9CA	5
4	ChIJHb_kFe_vRxMRG8S48w0l9CA	4
5	ChIJI-Su2mXvRxMRRoZnzUaGzSg	1
6	ChIJI-Su2mXvRxMRRoZnzUaGzSg	2
7	ChIJI-Su2mXvRxMRRoZnzUaGzSg	5
8	ChIJI-Su2mXvRxMRRoZnzUaGzSg	5
9	ChIJI-Su2mXvRxMRRoZnzUaGzSg	5
10	ChIJ91sMjOvvRxMRT1Tp2d7Q8YI	5
11	ChIJ91sMjOvvRxMRT1Tp2d7Q8YI	1
12	ChIJ91sMjOvvRxMRT1Tp2d7Q8YI	5
13	ChIJ91sMjOvvRxMRT1Tp2d7Q8YI	4
14	ChIJ91sMjOvvRxMRT1Tp2d7Q8YI	4
15	ChIJqyFV15bvRxMRQIwEaqmmwbE	5
16	ChIJqyFV15bvRxMRQIwEaqmmwbE	2
17	ChIJqyFV15bvRxMRQIwEaqmmwbE	5
18	ChIJqyFV15bvRxMRQIwEaqmmwbE	5
19	ChIJqyFV15bvRxMRQIwEaqmmwbE	5
20	ChIJTYrdj4XvRxMRTFIDvOsHMKw	5
21	ChIJTYrdj4XvRxMRTFIDvOsHMKw	5
22	ChIJTYrdj4XvRxMRTFIDvOsHMKw	5
23	ChIJTYrdj4XvRxMRTFIDvOsHMKw	5
24	ChIJTYrdj4XvRxMRTFIDvOsHMKw	5
25	ChIJI9RVg9DvRxMRVX-jtm4B6G4	5
26	ChIJI9RVg9DvRxMRVX-jtm4B6G4	1
27	ChIJI9RVg9DvRxMRVX-jtm4B6G4	5
28	ChIJI9RVg9DvRxMRVX-jtm4B6G4	5
29	ChIJI9RVg9DvRxMRVX-jtm4B6G4	5
30	ChIJERMKz9TvRxMRbA-MqC-E0N4	1
31	ChIJERMKz9TvRxMRbA-MqC-E0N4	5
32	ChIJERMKz9TvRxMRbA-MqC-E0N4	1
33	ChIJERMKz9TvRxMRbA-MqC-E0N4	5
34	ChIJERMKz9TvRxMRbA-MqC-E0N4	3
35	ChIJdXpjAfTvRxMR5Zz2Xli_gCk	1
36	ChIJdXpjAfTvRxMR5Zz2Xli_gCk	5
37	ChIJdXpjAfTvRxMR5Zz2Xli_gCk	4
38	ChIJdXpjAfTvRxMR5Zz2Xli_gCk	5
39	ChIJdXpjAfTvRxMR5Zz2Xli_gCk	4
40	ChIJt4BtFevvRxMR5qNM7PFczec	3
41	ChIJt4BtFevvRxMR5qNM7PFczec	4
42	ChIJt4BtFevvRxMR5qNM7PFczec	1
43	ChIJt4BtFevvRxMR5qNM7PFczec	1
44	ChIJt4BtFevvRxMR5qNM7PFczec	1
45	ChIJaX2XOxTvRxMRrPu4OSK6oLY	4
46	ChIJaX2XOxTvRxMRrPu4OSK6oLY	1
47	ChIJaX2XOxTvRxMRrPu4OSK6oLY	5
48	ChIJaX2XOxTvRxMRrPu4OSK6oLY	1
49	ChIJaX2XOxTvRxMRrPu4OSK6oLY	1
50	ChIJjYOQssTvRxMRQtd8ybeUZe0	5
51	ChIJjYOQssTvRxMRQtd8ybeUZe0	5
52	ChIJjYOQssTvRxMRQtd8ybeUZe0	4
53	ChIJjYOQssTvRxMRQtd8ybeUZe0	4
54	ChIJjYOQssTvRxMRQtd8ybeUZe0	5
55	ChIJg3eTTWHoRxMR-QCAlKgGYgQ	5
56	ChIJg3eTTWHoRxMR-QCAlKgGYgQ	5
57	ChIJg3eTTWHoRxMR-QCAlKgGYgQ	5
58	ChIJg3eTTWHoRxMR-QCAlKgGYgQ	5
59	ChIJg3eTTWHoRxMR-QCAlKgGYgQ	4
60	ChIJs-dTQYTvRxMRbURXTkVq6SY	5
61	ChIJs-dTQYTvRxMRbURXTkVq6SY	5
62	ChIJs-dTQYTvRxMRbURXTkVq6SY	5
63	ChIJs-dTQYTvRxMRbURXTkVq6SY	5
64	ChIJs-dTQYTvRxMRbURXTkVq6SY	3
65	ChIJ3byinc_vRxMRohEFFA0fjKI	5
66	ChIJnzuvE4TvRxMRUzUgHiWTBLw	5
67	ChIJnzuvE4TvRxMRUzUgHiWTBLw	5
68	ChIJnzuvE4TvRxMRUzUgHiWTBLw	5
69	ChIJnzuvE4TvRxMRUzUgHiWTBLw	5
70	ChIJnzuvE4TvRxMRUzUgHiWTBLw	5
71	ChIJGxGqToHvRxMRdjSMtK8bjEI	5
72	ChIJGxGqToHvRxMRdjSMtK8bjEI	5
73	ChIJGxGqToHvRxMRdjSMtK8bjEI	5
74	ChIJGxGqToHvRxMRdjSMtK8bjEI	1
75	ChIJGxGqToHvRxMRdjSMtK8bjEI	4
76	ChIJtZnSbYHvRxMRVwYZFBG50Ec	5
77	ChIJtZnSbYHvRxMRVwYZFBG50Ec	3
78	ChIJtZnSbYHvRxMRVwYZFBG50Ec	1
79	ChIJtZnSbYHvRxMRVwYZFBG50Ec	1
80	ChIJtZnSbYHvRxMRVwYZFBG50Ec	5
81	ChIJVXUxXoTvRxMRyHs5qWtVw8Y	1
82	ChIJVXUxXoTvRxMRyHs5qWtVw8Y	5
83	ChIJVXUxXoTvRxMRyHs5qWtVw8Y	5
84	ChIJVXUxXoTvRxMRyHs5qWtVw8Y	5
85	ChIJVXUxXoTvRxMRyHs5qWtVw8Y	5
86	ChIJOyfm34DvRxMRSF3eUpsZTwU	5
87	ChIJhadb0NjvRxMR18-nUmJfmqw	4
88	ChIJhadb0NjvRxMR18-nUmJfmqw	5
89	ChIJhadb0NjvRxMR18-nUmJfmqw	2
90	ChIJhadb0NjvRxMR18-nUmJfmqw	5
